date,estimated_units_sold,last_known_price
2024-07-01,2306,17.81
2024-08-01,4284,17.75
2024-09-01,4621,17.74
2024-10-01,6730,17.75
2024-11-01,6756,18.88
2024-12-01,4072,20.32
2025-01-01,5374,19.98
2025-02-01,4268,19.43
2025-03-01,4444,17.89
2025-04-01,6278,15.18
2025-05-01,6540,14.02
2025-06-01,4782,18.12
2025-07-01,1906,19.23
