date,estimated_units_sold,last_known_price
2024-07-01,1038,25.05
2024-08-01,2098,24.36
2024-09-01,2449,23.81
2024-10-01,3298,23.66
2024-11-01,4059,22.01
2024-12-01,3060,24.08
2025-01-01,2442,24.73
2025-02-01,2359,23.82
2025-03-01,2305,24.87
2025-04-01,2151,25.19
2025-05-01,2573,25.12
2025-06-01,2714,24.95
2025-07-01,1916,24.91
