date,estimated_units_sold,last_known_price
2024-07-01,549,3.5
2024-08-01,1361,3.4
2024-09-01,1299,3.51
2024-10-01,1504,4.17
2024-11-01,1768,4.63
2024-12-01,3205,3.42
2025-01-01,3336,3.47
2025-02-01,2615,3.48
2025-03-01,3154,3.51
2025-04-01,3351,3.41
2025-05-01,3192,3.51
2025-06-01,3107,3.53
2025-07-01,1788,3.56
