date,estimated_units_sold,last_known_price
2024-07-01,184,15.0
2024-08-01,465,14.99
2024-09-01,469,15.0
2024-10-01,504,14.95
2024-11-01,615,14.02
2024-12-01,404,14.36
2025-01-01,427,14.76
2025-02-01,337,14.73
2025-03-01,280,13.67
2025-04-01,214,14.24
2025-05-01,276,13.98
2025-06-01,370,13.99
2025-07-01,176,14.0
