date,estimated_units_sold,last_known_price
2024-07-01,180,37.14
2024-08-01,364,39.0
2024-09-01,535,39.0
2024-10-01,1085,38.38
2024-11-01,1486,34.03
2024-12-01,741,36.31
2025-01-01,1125,36.86
2025-02-01,717,37.59
2025-03-01,562,37.92
2025-04-01,2502,34.94
2025-05-01,4935,33.66
2025-06-01,5293,37.82
2025-07-01,5113,38.61
